dolor,leve
dolor,moderadamente,intenso
dolor,intenso
dolor,insoportable
retortijones;contracciones;contracción;contraccion
dolor,colico;cólico
dolor,punzante
quemazón;quemazon
dolor,vago
dolor,comer
hambre
distensión
náuseas;nauseas
vómitos;vómito;vomito;vomitar;vomitos
malestar;molestia,estomacal;estómago;estomago
sudoración;sudor
taquicardia;corazón rápido;latido rápido
sangre;sangrado,orina;pis;orinar
ardor,orina;pis;orinar
dolor,orina;orinar;pis
sensación;ganas;necesidad;hacer,imperiosa;imperiosas;hacer;constanstes,orinar;miccionar;mear;pis
sangre;sangrado,heces;excremento;excrementos;oculta
dolor;dolores,evacuación;evacuar;evacuacion;excrección;excretar;excrecion;cagar
evacuación;evacuar;evacuacion;excrección;excretar;excrecion,incompleta;no completa;inacabada;no acabada
diarrea;descomposición;descomposicion;descompuesto
diarrea;descomposición;descomposicion;descompuesto,sangre;sangrado
bulto;protuberancia,indolora,ingle;escroto
fiebre;temperatura alta
piel amarilla;ictericia;ojos amarillos;amarillo;amarillentos;amarillenta
estreñimiento
pérdida;perdida;perder,peso
cansancio;cansado;fatiga;fatigado;agotado;agotamiento
saciado;saciedad
